sample_id,class_name,method_name,code_sample,label
83014,SchemaValidationStep,apply,"class SchemaValidationStep {
      public void apply(NamedStreamPipesEntity source,
                        InvocableStreamPipesEntity target,
                        Set<InvocableStreamPipesEntity> allTargets,
                        List<PipelineElementValidationInfo> validationInfos) throws SpValidationException {
        List<MatchingResultMessage> errorLog = getNewErrorLog();
        boolean matches = new SchemaMatch().match(getSourceSchema(source), getTargetRequirement(target), errorLog);
        if (!matches) {
          throw new SpValidationException(errorLog);
        } else {
          target.getInputStreams().get(getIndex(target)).setEventSchema(getSourceSchema(source));
        }
        if (target.getInputStreams().size() > 1) {
          this.visitorHistory.put(target.getDom(), 1);
        }
      }
}

class Target {
    public void getInputStreams() {}
    public void getDom() {}
}",1
83015,PipelineStatusManager,getPipelineStatus,"class PipelineStatusManager {
      public static List<PipelineStatusMessage> getPipelineStatus(String pipelineId, int numberOfLatestEntries) {
        List<PipelineStatusMessage> messages = getPipelineStatus(pipelineId);
        int statusMessageCount = messages.size();
        if (statusMessageCount <= numberOfLatestEntries) {
          return messages;
        } else {
          return messages.subList(messages.size() - numberOfLatestEntries, messages.size());
        }
      }
}

class Messages {
    public void subList() {}
    public void size() {}
}",1
83016,AfterInvocationTask,executeTask,"class AfterInvocationTask {
      public void executeTask(Pipeline pipeline,
                              PipelineExecutionInfo executionInfo) {
        var graphs = executionInfo.getProcessorsAndSinks();
        storeInvocationGraphs(pipeline.getPipelineId(), graphs);
        addPipelineStatus(pipeline);
      }
}

class Pipeline {
    public void getPipelineId() {}
}",1
83017,AfterInvocationTask,addPipelineStatus,"class AfterInvocationTask {
      private void addPipelineStatus(Pipeline pipeline) {
        PipelineStatusManager.addPipelineStatus(pipeline.getPipelineId(),
            new PipelineStatusMessage(pipeline.getPipelineId(), System.currentTimeMillis(), statusMessageType));
      }
}

class PipelineStatusManager {
      public static void addPipelineStatus(String pipelineId, PipelineStatusMessage message) {
        if (isInitialized(pipelineId)) {
          pipelineStatusMessages.get(pipelineId).add(message);
        } else {
          List<PipelineStatusMessage> statusMessageList = new ArrayList<>();
          statusMessageList.add(message);
          pipelineStatusMessages.put(pipelineId, statusMessageList);
        }
      }
}

class Pipeline {
    public void getPipelineId() {}
}",0
83018,SubmitRequestTask,executeTask,"class SubmitRequestTask {
      public void executeTask(Pipeline pipeline, PipelineExecutionInfo executionInfo) {
        var processorsAndSinks = elementProvider.getProcessorsAndSinks(executionInfo);
        var status = submitter.submit(processorsAndSinks);
        executionInfo.applyPipelineOperationStatus(status);
      }
}

class Submitter {
        Future<J> submit(E executable, JsonObject config);
}",1
83019,MatchingResultFactory,build,"class MatchingResultFactory {
      public static MatchingResultMessage build(MatchingResultType type, boolean success, String rightSubject) {
        MatchingResultMessage message = new MatchingResultMessage();
        message.setMatchingSuccessful(success);
        message.setTitle(type.getTitle());
        message.setDescription(type.getDescription());
        message.setRequirementSubject(rightSubject);
        return message;
      }
}

class Message {
    public void setMatchingSuccessful() {}
    public void setRequirementSubject() {}
    public void setDescription() {}
    public void setTitle() {}
}

class Type {
    public void getTitle() {}
    public void getDescription() {}
}",1
83020,ServiceAccount,from,"class ServiceAccount {
      public static ServiceAccount from(String serviceAccountName,
                                        String clientSecret,
                                        Set<String> roles) {
        ServiceAccount account = new ServiceAccount();
        account.setUsername(serviceAccountName);
        account.setClientSecret(clientSecret);
        account.setRoles(roles);
        account.setAccountEnabled(true);
        account.setAccountLocked(false);
        return account;
      }
}

class Account {
    public void setAccountLocked() {}
    public void setUsername() {}
    public void setClientSecret() {}
    public void setRoles() {}
    public void setAccountEnabled() {}
}",0
83021,AssetLink,equals,"class AssetLink {
      public boolean equals(Object o) {
        if (this == o) {
          return true;
        }
        if (o == null || getClass() != o.getClass()) {
          return false;
        }
        AssetLink assetLink = (AssetLink) o;
        return resourceId.equals(assetLink.resourceId) && queryHint.equals(assetLink.queryHint);
      }
}

class ResourceId {
    public void equals() {}
}

class QueryHint {
    public void equals() {}
}",1
83022,AssetLink,hashCode,"class AssetLink {
      public int hashCode() {
        return Objects.hash(resourceId, queryHint);
      }
}

class Objects {
        public static int hash( int initialNonZeroOddNumber, int multiplierNonZeroOddNumber, Object...objs )
        {
            int result = initialNonZeroOddNumber;
            for ( Object obj : objs )
            {
                result = multiplierNonZeroOddNumber * result + ( obj != null ? obj.hashCode() : 0 );
            }
            return result;
        }
}",1
83023,EmailConfig,fromDefaults,"class EmailConfig {
      public static EmailConfig fromDefaults() {
        EmailConfig config = new EmailConfig();
        config.setEmailConfigured(false);
        return config;
      }
}

class Config {
    public void setEmailConfigured() {}
}",0
83024,PipelineModificationMessage,existsModification,"class PipelineModificationMessage {
      public boolean existsModification(String domId) {
        for (PipelineModification modification : pipelineModifications) {
          if (modification.getDomId().contains(domId)) {
            return true;
          }
        }
        return false;
      }
}

class Modification {
    public void getDomId() {}
}",1
83025,AppendOutputStrategy,accept,"class AppendOutputStrategy {
      public void accept(OutputStrategyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83026,CustomOutputStrategy,accept,"class CustomOutputStrategy {
      public void accept(OutputStrategyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83027,FixedOutputStrategy,accept,"class FixedOutputStrategy {
      public void accept(OutputStrategyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83028,KeepOutputStrategy,accept,"class KeepOutputStrategy {
      public void accept(OutputStrategyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83029,ListOutputStrategy,accept,"class ListOutputStrategy {
      public void accept(OutputStrategyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83030,UserDefinedOutputStrategy,accept,"class UserDefinedOutputStrategy {
      public void accept(OutputStrategyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83031,SchemaInfo,equals,"class SchemaInfo {
      public boolean equals(Object o) {
        if (this == o) {
          return true;
        }
        if (o == null || getClass() != o.getClass()) {
          return false;
        }
        SchemaInfo that = (SchemaInfo) o;
        return Objects.equals(eventSchema, that.eventSchema);
      }
}

class Objects {
    public void equals() {}
}",0
83032,Enumeration,equals,"class Enumeration {
      public boolean equals(Object o) {
        if (this == o) {
          return true;
        }
        if (o == null || getClass() != o.getClass()) {
          return false;
        }
        Enumeration that = (Enumeration) o;
        return Objects.equals(label, that.label) && Objects.equals(description, that.description)
               && Objects.equals(runtimeValues, that.runtimeValues);
      }
}

class Objects {
    public void equals() {}
}",0
83033,Enumeration,hashCode,"class Enumeration {
      public int hashCode() {
        return Objects.hash(label, description, runtimeValues);
      }
}

class Objects {
        public static int hash( int initialNonZeroOddNumber, int multiplierNonZeroOddNumber, Object...objs )
        {
            int result = initialNonZeroOddNumber;
            for ( Object obj : objs )
            {
                result = multiplierNonZeroOddNumber * result + ( obj != null ? obj.hashCode() : 0 );
            }
            return result;
        }
}",1
83034,EventPropertyList,equals,"class EventPropertyList {
      public boolean equals(Object o) {
        if (this == o) {
          return true;
        }
        if (o == null || getClass() != o.getClass()) {
          return false;
        }
        if (!super.equals(o)) {
          return false;
        }
        EventPropertyList that = (EventPropertyList) o;
        return Objects.equals(eventProperty, that.eventProperty);
      }
}

class Objects {
    public void equals() {}
}",0
83035,EventPropertyList,hashCode,"class EventPropertyList {
      public int hashCode() {
        return Objects.hash(eventProperty);
      }
}

class Objects {
        public static int hash( int initialNonZeroOddNumber, int multiplierNonZeroOddNumber, Object...objs )
        {
            int result = initialNonZeroOddNumber;
            for ( Object obj : objs )
            {
                result = multiplierNonZeroOddNumber * result + ( obj != null ? obj.hashCode() : 0 );
            }
            return result;
        }
}",1
83036,EventPropertyNested,equals,"class EventPropertyNested {
      public boolean equals(Object o) {
        if (this == o) {
          return true;
        }
        if (o == null || getClass() != o.getClass()) {
          return false;
        }
        if (!super.equals(o)) {
          return false;
        }
        EventPropertyNested that = (EventPropertyNested) o;
        return Objects.equals(eventProperties, that.eventProperties);
      }
}

class Objects {
    public void equals() {}
}",0
83037,EventPropertyNested,hashCode,"class EventPropertyNested {
      public int hashCode() {
        return Objects.hash(eventProperties);
      }
}

class Objects {
        public static int hash( int initialNonZeroOddNumber, int multiplierNonZeroOddNumber, Object...objs )
        {
            int result = initialNonZeroOddNumber;
            for ( Object obj : objs )
            {
                result = multiplierNonZeroOddNumber * result + ( obj != null ? obj.hashCode() : 0 );
            }
            return result;
        }
}",1
83038,QuantitativeValue,equals,"class QuantitativeValue {
      public boolean equals(Object o) {
        if (this == o) {
          return true;
        }
        if (o == null || getClass() != o.getClass()) {
          return false;
        }
        QuantitativeValue that = (QuantitativeValue) o;
        return Objects.equals(minValue, that.minValue) && Objects.equals(maxValue, that.maxValue)
               && Objects.equals(step, that.step);
      }
}

class Objects {
    public void equals() {}
}",0
83039,QuantitativeValue,hashCode,"class QuantitativeValue {
      public int hashCode() {
        return Objects.hash(minValue, maxValue, step);
      }
}

class Objects {
        public static int hash( int initialNonZeroOddNumber, int multiplierNonZeroOddNumber, Object...objs )
        {
            int result = initialNonZeroOddNumber;
            for ( Object obj : objs )
            {
                result = multiplierNonZeroOddNumber * result + ( obj != null ? obj.hashCode() : 0 );
            }
            return result;
        }
}",1
83040,AnyStaticProperty,accept,"class AnyStaticProperty {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83041,CodeInputStaticProperty,accept,"class CodeInputStaticProperty {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83042,CollectionStaticProperty,accept,"class CollectionStaticProperty {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83043,ColorPickerStaticProperty,accept,"class ColorPickerStaticProperty {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83044,FileStaticProperty,accept,"class FileStaticProperty {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83045,MappingPropertyNary,accept,"class MappingPropertyNary {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83046,MappingPropertyUnary,accept,"class MappingPropertyUnary {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83047,MatchingStaticProperty,accept,"class MatchingStaticProperty {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83048,OneOfStaticProperty,accept,"class OneOfStaticProperty {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83049,RuntimeResolvableTreeInputStaticProperty,accept,"class RuntimeResolvableTreeInputStaticProperty {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83050,SecretStaticProperty,accept,"class SecretStaticProperty {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83051,SelectionStaticProperty,addOption,"class SelectionStaticProperty {
      public boolean addOption(Option option) {
        return options.add(option);
      }
}

class Options {
    public void add() {}
}",1
83052,SlideToggleStaticProperty,accept,"class SlideToggleStaticProperty {
      public void accept(StaticPropertyVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83053,TreeInputNode,hasChildren,"class TreeInputNode {
      public boolean hasChildren() {
        return children.size() > 0;
      }
}

class Children {
    public void size() {}
}",1
83054,ListUtils,isEqualList,"class ListUtils {
      public static boolean isEqualList(final Collection<?> list1, final Collection<?> list2) {
        if (list1 == list2) {
          return true;
        }
        if (list1 == null || list2 == null || list1.size() != list2.size()) {
          return false;
        }
        final Iterator<?> it1 = list1.iterator();
        final Iterator<?> it2 = list2.iterator();
        while (it1.hasNext() && it2.hasNext()) {
          final Object obj1 = it1.next();
          final Object obj2 = it2.next();
          if (!Objects.equals(obj1, obj2)) {
            return false;
          }
        }
        return !(it1.hasNext() || it2.hasNext());
      }
}

class Objects {
    public void equals() {}
}",0
83055,AbstractField,parse,"class AbstractField {
      public <T> T parse(FieldParser<V, T> fieldParser) {
        return fieldParser.parseField(value);
      }
}

class FieldParser {
        protected abstract int parseField(byte[] bytes, int startPos, int limit, byte[] delim, T reuse);
}",1
83056,ConfigItem,from,"class ConfigItem {
      public static <T> ConfigItem from(String key,
                                        T defaultValue,
                                        String description,
                                        String valueType,
                                        ConfigurationScope configurationScope,
                                        boolean isPassword) {
        ConfigItem configItem = new ConfigItem();
        configItem.setKey(key);
        configItem.setValue(String.valueOf(defaultValue));
        configItem.setValueType(valueType);
        configItem.setDescription(description);
        configItem.setConfigurationScope(configurationScope);
        configItem.setPassword(isPassword);
        return configItem;
      }
}

class ConfigItem {
    public void setValueType() {}
    public void setDescription() {}
    public void setValue() {}
    public void setConfigurationScope() {}
    public void setKey() {}
    public void setPassword() {}
}",0
83057,ConfigItem,equals,"class ConfigItem {
      public boolean equals(Object o) {
        if (this == o) {
          return true;
        }
        if (o == null || getClass() != o.getClass()) {
          return false;
        }
        ConfigItem that = (ConfigItem) o;
        return isPassword == that.isPassword
            && Objects.equals(key, that.key)
            && Objects.equals(description, that.description)
            && Objects.equals(value, that.value)
            && Objects.equals(valueType, that.valueType)
            && configurationScope == that.configurationScope;
      }
}

class Objects {
    public void equals() {}
}",0
83058,ConfigItem,hashCode,"class ConfigItem {
      public int hashCode() {
        return Objects.hash(key, description, value, valueType, configurationScope, isPassword);
      }
}

class Objects {
        public static int hash( int initialNonZeroOddNumber, int multiplierNonZeroOddNumber, Object...objs )
        {
            int result = initialNonZeroOddNumber;
            for ( Object obj : objs )
            {
                result = multiplierNonZeroOddNumber * result + ( obj != null ? obj.hashCode() : 0 );
            }
            return result;
        }
}",1
83059,FieldStatusInfo,good,"class FieldStatusInfo {
      public static FieldStatusInfo good() {
        var info = new FieldStatusInfo();
        info.setFieldStatus(FieldStatus.GOOD);
        return info;
      }
}

class Info {
    public void setFieldStatus() {}
}",0
83060,FieldStatusInfo,bad,"class FieldStatusInfo {
      public static FieldStatusInfo bad(String additionalInfo,
                                        boolean changesRequired) {
        var info = new FieldStatusInfo();
        info.setFieldStatus(FieldStatus.BAD);
        info.setAdditionalInfo(additionalInfo);
        info.setChangesRequired(changesRequired);
        return info;
      }
}

class Info {
    public void setChangesRequired() {}
    public void setAdditionalInfo() {}
    public void setFieldStatus() {}
}",0
83061,FieldStatusInfo,equals,"class FieldStatusInfo {
      public boolean equals(Object o) {
        if (this == o) {
          return true;
        }
        if (o == null || getClass() != o.getClass()) {
          return false;
        }
        FieldStatusInfo that = (FieldStatusInfo) o;
        return changesRequired == that.changesRequired && fieldStatus == that.fieldStatus && Objects.equals(
            additionalInfo, that.additionalInfo);
      }
}

class Objects {
    public void equals() {}
}",0
83062,FieldStatusInfo,hashCode,"class FieldStatusInfo {
      public int hashCode() {
        return Objects.hash(fieldStatus, additionalInfo, changesRequired);
      }
}

class Objects {
        public static int hash( int initialNonZeroOddNumber, int multiplierNonZeroOddNumber, Object...objs )
        {
            int result = initialNonZeroOddNumber;
            for ( Object obj : objs )
            {
                result = multiplierNonZeroOddNumber * result + ( obj != null ? obj.hashCode() : 0 );
            }
            return result;
        }
}",1
83063,DeleteRuleDescription,accept,"class DeleteRuleDescription {
      public void accept(ITransformationRuleVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83064,MoveRuleDescription,accept,"class MoveRuleDescription {
      public void accept(ITransformationRuleVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83065,RenameRuleDescription,accept,"class RenameRuleDescription {
      public void accept(ITransformationRuleVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83066,AddTimestampRuleDescription,accept,"class AddTimestampRuleDescription {
      public void accept(ITransformationRuleVisitor visitor) {
        visitor.visit(this);
      }
}

class Visitor {
        public void visit(KahaRewrittenDataFileCommand kahaUpdateMessageCommand) throws IOException {
        }
}",1
83067,PulsarProducer,connect,"class PulsarProducer {
      public void connect() throws SpRuntimeException {
        try {
          pulsarClient = PulsarClient.builder()
              .serviceUrl(protocolSettings.getBrokerHostname())
              .build();
          producer = pulsarClient.newProducer()
              .topic(protocolSettings.getTopicDefinition().getActualTopicName())
              .create();
        } catch (PulsarClientException e) {
          throw new SpRuntimeException(e);
        }
      }
}

class PulsarClient {
        static ClientBuilder builder() {
            return DefaultImplementation.getDefaultImplementation().newClientBuilder();
        }
}

class PulsarClient {
        <T> ProducerBuilder<T> newProducer(Schema<T> schema);
}",0
83068,PulsarProducer,publish,"class PulsarProducer {
      public void publish(byte[] event) throws SpRuntimeException {
        try {
          producer.send(event);
        } catch (PulsarClientException e) {
          throw new SpRuntimeException(e);
        }
      }
}

class Producer {
    public void send() {}
}",1
83069,PulsarProducer,disconnect,"class PulsarProducer {
      public void disconnect() throws SpRuntimeException {
        try {
          producer.close();
          pulsarClient.close();
        } catch (PulsarClientException e) {
          throw new SpRuntimeException(e);
        }
      }
}

class Producer {
    public void close() {}
}

class PulsarClient {
        void close() throws PulsarClientException;
}",0
83070,NatsPublisher,connect,"class NatsPublisher {
      public void connect() throws SpRuntimeException {
        try {
          makeBrokerConnection(protocol);
        } catch (IOException | InterruptedException e) {
          e.printStackTrace();
        }
      }
}

class e {
    public void printStackTrace() {}
}",0
83071,NatsPublisher,disconnect,"class NatsPublisher {
      public void disconnect() throws SpRuntimeException {
        try {
          super.disconnect();
        } catch (InterruptedException | TimeoutException e) {
          e.printStackTrace();
        }
      }
}

class e {
    public void printStackTrace() {}
}",0
83072,MqttConsumer,connect,"class MqttConsumer {
      public void connect(InternalEventProcessor<byte[]> eventProcessor)
          throws SpRuntimeException {
        try {
          this.createBrokerConnection(protocol);
          Topic[] topics = {new Topic(protocol.getTopicDefinition().getActualTopicName(), QoS.AT_LEAST_ONCE)};
          connection.subscribe(topics);
          new Thread(new ConsumerThread(eventProcessor)).start();
        } catch (Exception e) {
          throw new SpRuntimeException(e);
        }
      }
}

class Protocol {
    public void getTopicDefinition() {}
}

class Connection {
    public void subscribe() {}
}",1
83073,MqttPublisher,connect,"class MqttPublisher {
      public void connect() throws SpRuntimeException {
        try {
          this.createBrokerConnection(protocol);
          this.currentTopic = protocol.getTopicDefinition().getActualTopicName();
        } catch (Exception e) {
          throw new SpRuntimeException(e);
        }
      }
}

class Protocol {
    public void getTopicDefinition() {}
}",1
83074,MqttPublisher,publish,"class MqttPublisher {
      public void publish(byte[] event) {
        if (connected && currentTopic != null) {
          try {
            this.connection.publish(currentTopic, event, QoS.AT_LEAST_ONCE, false);
          } catch (Exception e) {
            LOG.error(e.getMessage());
          }
        }
      }
}

class Log {
    public void error() {}
}

class e {
    public void getMessage() {}
}",1
83075,MqttPublisher,disconnect,"class MqttPublisher {
      public void disconnect() throws SpRuntimeException {
        try {
          this.connection.disconnect();
        } catch (Exception e) {
          e.printStackTrace();
        } finally {
          this.connected = false;
        }
      }
}

class e {
    public void printStackTrace() {}
}",0
83076,SimpleConfigAppender,appendConfig,"class SimpleConfigAppender {
      public void appendConfig(Properties props) throws SpRuntimeException {
        configs.forEach(props::method);
      }
}

class Configs {
    public void forEach() {}
}",0
83077,PlaceholderReplacer,replace,"class PlaceholderReplacer {
      public String replace() {
        Matcher matcher = getPattern().matcher(markdown);
        markdown = matcher.replaceAll(newContent);
        return markdown;
      }
}

class Matcher {
    public void replaceAll() {}
}",1
83078,DirectoryManager,createIfNotExists,"class DirectoryManager {
      public static void createIfNotExists(Path directory) throws IOException {
        if (!Files.exists(directory)) {
          Files.createDirectories(directory);
        }
      }
}

class Files {
    public void createDirectories() {}
    public void exists() {}
}",1
83079,AbstractMailTemplate,encodeUrlPart,"class AbstractMailTemplate {
      protected String encodeUrlPart(String content) {
        return URLEncoder.encode(content, Charsets.UTF_8);
      }
}

class URLEncoder {
    public void encode() {}
}",1
83080,BaseUrlPart,generate,"class BaseUrlPart {
      public String generate() {
        return MailUtils.extractBaseUrl();
      }
}

class MailUtils {
    public void extractBaseUrl() {}
}",1
83081,LinkPart,generate,"class LinkPart {
      public String generate() {
        return MailUtils.extractBaseUrl() + path;
      }
}

class MailUtils {
    public void extractBaseUrl() {}
}",1
83082,AbstractAdapterIncludedStream,declareConfig,"class AbstractAdapterIncludedStream {
      public IDataStreamConfiguration declareConfig() {
        return DataStreamConfiguration.create(
                () -> null,
                declareModel()
        );
      }
}

class DataStreamConfiguration {
      public static DataStreamConfiguration create(Supplier<IStreamPipesDataStream> supplier,
                                                   SpDataStream dataStream) {
        return new DataStreamConfiguration(supplier, dataStream);
      }
}",0
83083,AbstractAlreadyExistingStream,declareConfig,"class AbstractAlreadyExistingStream {
      public IDataStreamConfiguration declareConfig() {
        return DataStreamConfiguration.create(
                () -> null,
                declareModel()
        );
      }
}

class DataStreamConfiguration {
      public static DataStreamConfiguration create(Supplier<IStreamPipesDataStream> supplier,
                                                   SpDataStream dataStream) {
        return new DataStreamConfiguration(supplier, dataStream);
      }
}",0
83084,EventSchemaUtils,getTimstampProperty,"class EventSchemaUtils {
      private static Optional<EventPropertyPrimitive> getTimstampProperty(List<EventProperty> eventProperties) {
        for (EventProperty ep : eventProperties) {
          if (ep instanceof EventPropertyPrimitive && SO.DATE_TIME.equalsIgnoreCase(ep.getSemanticType())) {
            return Optional.of((EventPropertyPrimitive) ep);
          }
          if (ep instanceof EventPropertyNested) {
            return getTimstampProperty(((EventPropertyNested) ep).getEventProperties());
          }
        }
        return Optional.empty();
      }
}

class Optional {
    public void empty() {}
        public static <T> Optional<T> of(final T value) {
            return new Optional<T>() {
                public boolean isAvailable() {
                    return true;
                }
                public T getValue() {
                    return value;
                }
                public Stream<T> stream() {
                    return Stream.of(value);
                }
            };
        }
}",0
83085,EventCollector,collect,"class EventCollector {
      public void collect(Map<String, Object> event) {
        try {
          adapterPipeline.process(event);
        } catch (RuntimeException e) {
          runtimeContext.getLogger().error(e);
        }
      }
}

class RuntimeContext {
    public void getLogger() {}
}",1
83086,Parsers,defaultParsers,"class Parsers {
      public static List<IParser> defaultParsers() {
        return List.of(
            new JsonParsers(),
            new CsvParser(),
            new XmlParser(),
            new ImageParser(),
            new AvroParser()
        );
      }
}

class List {
    public void of() {}
}",0
83087,JsonObjectParser,parse,"class JsonObjectParser {
      public void parse(InputStream inputStream, IParserEventHandler handler) throws ParseException {
        Map<String, Object> event = toMap(inputStream, Map.class);
        handler.handle(event);
      }
}

class Handler {
    	void handle(T e);
}",1
83088,AdapterPipeline,process,"class AdapterPipeline {
      public void process(Map<String, Object> event) {
        for (IAdapterPipelineElement pipelineElement : pipelineElements) {
          event = pipelineElement.process(event);
        }
        if (pipelineSink != null) {
          pipelineSink.process(event);
        }
      }
}

class PipelineSink {
    public void process() {}
}",1
83089,InputStreamParams,makeSourceInfo,"class InputStreamParams {
      private SourceInfo makeSourceInfo(Integer streamId) {
        return new SourceInfo(eventGrounding.getTransportProtocol().getTopicDefinition()
            .getActualTopicName(), makeStreamPrefix(streamId));
      }
}

class EventGrounding {
      public TransportProtocol getTransportProtocol() {
        if (transportProtocols.isEmpty()) {
          return null;
        } else {
          return transportProtocols.get(0);
        }
      }
}",1
83090,NotificationsExtensionModuleExport,pipelineElements,"class NotificationsExtensionModuleExport {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(
            new EmailSink(),
            new MSTeamsSink(),
            new OneSignalSink(),
            new SlackNotificationSink(),
            new TelegramSink()
        );
      }
}

class List {
    public void of() {}
}",0
83091,NotificationsExtensionModuleExport,migrators,"class NotificationsExtensionModuleExport {
      public List<IModelMigrator<?, ?>> migrators() {
        return List.of(
            new OneSignalSinkMigrationV1(),
            new SlackNotificationSinkMigrationV1(),
            new TelegramSinkMigrationV1(),
            new MsTeamsSinkMigrationV1()
        );
      }
}

class List {
    public void of() {}
}",0
83092,MsTeamsSinkMigrationV1,migrate,"class MsTeamsSinkMigrationV1 {
      public MigrationResult<DataSinkInvocation> migrate(DataSinkInvocation element,
                                                         IDataSinkParameterExtractor extractor) throws RuntimeException {
        var proxyConfiguration = StaticProperties.alternatives(
            Labels.withId(KEY_PROXY_ALTERNATIVES),
            Alternatives.from(Labels.withId(KEY_PROXY_DISABLED)),
            Alternatives.from(Labels.withId(KEY_PROXY_ENABLED),
                StaticProperties.group(Labels.withId(KEY_PROXY_GROUP),
                    StaticProperties.stringFreeTextProperty(Labels.withId(KEY_PROXY_URL))
                )
            ));
        proxyConfiguration.getAlternatives().get(0).setSelected(true);
        element.getStaticProperties().add(1, proxyConfiguration);
        return MigrationResult.success(element);
      }
}

class Alternatives {
      public static StaticPropertyAlternative from(Label label, boolean selected) {
        StaticPropertyAlternative alternative = new StaticPropertyAlternative(label.getInternalId(),
            label.getLabel(), label.getInternalId());
        alternative.setSelected(selected);
        return alternative;
      }
}

class ProxyConfiguration {
    public void getAlternatives() {}
}

class Element {
    public void getStaticProperties() {}
}",0
83093,InternalSinksExtensionModuleExports,pipelineElements,"class InternalSinksExtensionModuleExports {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(
            new DataLakeSink(),
            new InternalStreamPipesNotificationSink()
        );
      }
}

class List {
    public void of() {}
}",0
83094,InternalSinksExtensionModuleExports,migrators,"class InternalSinksExtensionModuleExports {
      public List<IModelMigrator<?, ?>> migrators() {
        return List.of(
            new DataLakeSinkMigrationV1(),
            new DataLakeSinkMigrationV2());
      }
}

class List {
    public void of() {}
}",0
83095,DatabaseSinksExtensionModuleExport,pipelineElements,"class DatabaseSinksExtensionModuleExport {
      public List<IStreamPipesPipelineElement<?>> pipelineElements() {
        return List.of(
            new CouchDbSink(),
            new PostgreSqlSink(),
            new IotDbSink(),
            new DittoSink(),
            new RedisSink(),
            new MilvusSink(),
            new QdrantSink(),
            new TsFileSink(),
            new ParquetSink());
      }
}

class List {
    public void of() {}
}",0
